"","CERTIFY","APPROVE","SPECCERT","WOULDYOU","RECERT","SUBDISC","COLLEGE","EMPLOY","WORKENV","WORKACT","YEARSMEM"
"2457",1,1,5,1,2,"BI","P","E","A","R",15
"2458",5,5,5,5,1,"BE","B","E","I","P",3
"2459",2,2,4,2,5,"BI","M","E","A","R",7
"2460",5,5,5,5,5,"BE","P","E","A","E",1
"2461",4,3,4,5,5,"BI","P","E","A","E",20
"2462",5,5,5,2,5,"SS","P","E","G","R",3
"2463",3,2,3,2,5,"PE","P","O","I","R",24
"2464",1,2,4,1,2,"BP","P","E","I","P",12
"2465",5,5,5,4,5,"QP","M","E","I","C",11
"2466",5,5,2,5,1,"BE","M","E","I","C",17
"2467",5,5,5,5,0,"CM","P","E","G","P",36
"2468",3,4,4,1,2,"BP","P","E","I","C",36
"2469",5,5,5,5,5,"CM","P","E","I","C",20
"2470",5,5,5,5,5,"BE","P","E","A","E",58
"2471",5,5,5,2,2,"SS","P","E","I","P",58
"2472",3,3,2,2,5,"BI","M","E","A","C",25
"2473",2,5,2,1,2,"GV","M","E","G","P",58
"2474",4,4,2,2,4,"MR","P","E","A","R",4
"2475",5,5,5,2,3,"BP","M","E","I","C",7
"2476",2,5,5,4,5,"BP","M","E","I","C",4
"2477",4,5,5,2,5,"BP","M","E","I","C",47
"2478",4,4,5,2,3,"BA","P","E","A","R",4
"2479",1,1,2,1,2,"BI","P","E","I","C",12
"2480",3,3,3,4,3,"TH","M","E","I","P",36
"2481",1,2,2,1,1,"PE","P","E","A","E",26
"2482",2,3,1,2,1,"QP","M","E","I","P",14
"2483",5,5,5,5,3,"BE","P","E","A","R",59
"2484",5,5,5,5,5,"BI","P","E","I","R",4
"2485",5,5,1,5,5,"BP","M","E","I","R",25
"2486",5,5,5,5,1,"PE","P","E","I","R",57
"2487",5,5,5,2,3,"CM","P","E","A","R",4
"2488",4,4,5,4,2,"BE","P","E","A","R",4
"2489",2,2,2,2,1,"QP","M","E","I","P",58
"2490",1,2,1,1,1,"MR","M","E","I","P",4
"2491",3,3,4,2,3,"BA","P","E","A","R",47
"2492",4,4,2,2,2,"","P","E","I","P",11
"2493",5,5,5,3,3,"BP","P","E","I","R",21
"2494",5,5,5,3,5,"CM","P","E","I","R",9
"2495",5,5,5,5,5,"CE","P","R","A","E",15
"2496",1,1,5,1,2,"QP","M","E","I","C",14
"2497",5,5,5,5,5,"QP","M","E","I","P",17
"2498",1,2,1,1,3,"PE","M","E","I","P",47
"2499",1,1,4,5,2,"CM","P","E","A","E",13
"2500",2,3,2,5,1,"EN","P","E","A","R",36
"2501",5,3,5,3,3,"CE","M","I","A","S",14
"2502",2,2,4,2,0,"","M","E","I","R",55
"2503",1,2,5,1,1,"CM","M","S","I","C",58
"2504",5,5,5,4,2,"BP","P","E","I","P",12
"2505",2,2,2,1,4,"BP","M","E","I","C",57
"2506",4,4,5,5,5,"TH","P","E","A","E",15
"2507",5,5,5,5,3,"BE","P","E","A","E",23
"2508",5,5,5,5,5,"PE","M","E","I","P",20
"2509",5,5,5,4,5,"CM","M","E","I","P",3
"2510",5,5,5,1,5,"CE","M","E","A","E",58
"2511",2,3,5,1,1,"EN","M","E","I","C",4
"2512",4,5,4,2,1,"BI","P","E","A","P",8
"2513",4,3,5,5,2,"PE","P","E","A","E",12
"2514",5,3,5,2,5,"BE","P","E","A","E",20
"2515",1,1,2,1,2,"CE","P","E","G","C",26
"2516",5,5,5,5,3,"BA","P","E","A","R",23
"2517",2,2,3,2,2,"CM","P","E","A","E",4
"2518",2,5,1,2,2,"SR","M","E","I","C",9
"2519",1,1,2,1,1,"QP","P","E","A","E",26
"2520",5,5,5,1,5,"BI","P","E","G","R",9
"2521",5,5,5,4,5,"GV","M","E","G","R",9
"2522",3,3,3,5,1,"PE","N","R","G","C",3
"2523",5,5,5,2,5,"BP","M","E","I","P",4
"2524",5,5,5,5,5,"CM","P","E","G","R",20
"2525",5,5,5,5,5,"","P","E","A","E",15
"2526",5,5,5,5,1,"","P","E","A","R",3
"2527",2,1,5,1,2,"TH","P","E","A","E",22
"2528",2,2,2,1,5,"BI","P","E","A","C",8
"2529",2,3,4,2,1,"","P","E","A","R",4
"2530",5,5,5,5,1,"SS","P","E","A","R",26
"2531",5,5,5,5,0,"BE","P","E","A","R",58
"2532",2,3,3,4,3,"BE","P","S","I","C",16
"2533",2,2,5,1,5,"CM","M","E","G","R",36
"2534",3,2,2,2,4,"PE","M","E","I","C",3
"2535",5,5,5,5,5,"BI","P","R","A","P",26
"2536",5,5,5,5,5,"QP","P","E","G","C",9
"2537",5,5,5,5,5,"BE","P","S","I","P",9
"2538",1,1,5,1,2,"BI","P","E","I","C",55
"2539",1,2,1,1,1,"BE","P","R","A","E",43
"2540",5,5,5,4,5,"CM","P","E","A","E",15
"2541",2,2,3,5,5,"GV","B","E","G","R",3
"2542",1,2,3,5,1,"BI","P","E","A","R",9
"2543",4,3,5,1,4,"BE","P","E","A","E",59
"2544",3,3,3,2,1,"MR","M","E","I","R",57
"2545",4,5,4,2,2,"SS","P","E","A","E",58
"2546",5,5,2,4,5,"SS","P","E","A","E",7
"2547",5,5,4,1,5,"BI","M","E","G","C",3
"2548",2,3,4,1,4,"BE","M","I","A","S",25
"2549",3,3,3,5,3,"BI","P","E","A","E",47
"2550",4,3,3,3,5,"SS","P","E","G","R",9
"2551",5,5,5,5,5,"BI","P","S","A","C",8
"2552",2,2,5,2,5,"SR","M","E","I","P",26
"2553",1,3,5,1,5,"PE","M","E","I","P",6
"2554",2,3,2,2,3,"","M","E","I","C",3
"2555",5,5,5,5,5,"BI","P","E","G","P",4
"2556",2,2,2,4,3,"BP","P","E","I","P",20
"2557",3,3,3,4,3,"CE","P","E","A","E",15
"2558",5,5,5,4,5,"BP","M","E","I","P",10
"2559",5,5,2,2,5,"BP","M","E","I","P",3
"2560",5,5,5,5,1,"BE","P","E","G","P",14
"2561",1,3,2,5,1,"GV","M","R","G","",15
"2562",1,1,5,1,1,"BI","P","E","I","R",4
"2563",5,5,5,5,5,"GV","P","E","G","R",16
"2564",4,5,5,4,5,"PE","P","E","G","R",16
"2565",2,2,4,1,1,"GV","P","E","G","P",15
"2566",1,3,1,3,3,"PE","P","E","A","E",11
"2567",5,5,5,5,5,"BI","P","E","I","R",3
"2568",5,5,5,4,5,"BI","M","E","A","C",25
"2569",1,1,1,1,5,"SS","P","E","A","E",3
"2570",5,5,5,5,1,"SS","P","E","A","R",14
"2571",3,2,3,2,4,"SS","P","E","A","E",14
"2572",1,5,5,2,5,"QP","M","E","I","C",9
"2573",5,5,5,5,1,"GV","B","E","G","R",25
"2574",5,5,5,5,5,"BI","P","E","G","R",31
"2575",2,2,4,2,2,"BP","M","E","I","R",4
"2576",1,1,1,1,5,"PE","P","E","A","R",30
"2577",1,1,2,1,2,"PE","P","E","A","E",20
"2578",1,1,2,1,1,"BE","P","E","I","C",18
"2579",5,5,5,2,5,"QP","M","E","I","C",9
"2580",2,2,5,1,2,"BP","P","E","I","P",47
"2581",4,4,5,5,5,"PE","P","E","I","C",4
"2582",1,1,4,1,4,"BE","M","E","I","P",47
"2583",1,1,3,1,5,"CM","M","E","I","R",14
"2584",5,3,5,5,3,"BI","M","R","G","C",48
"2585",5,5,5,5,5,"BI","P","E","A","R",9
"2586",5,5,5,5,5,"SS","P","E","G","R",15
"2587",1,1,5,1,2,"BP","P","U","I","P",57
"2588",5,5,5,5,2,"CE","P","E","A","E",15
"2589",5,4,4,4,5,"BP","M","E","I","P",47
"2590",5,4,5,5,3,"BE","P","E","A","E",10
"2591",1,1,4,5,5,"EN","P","R","A","E",45
"2592",5,5,5,5,3,"BE","M","E","G","R",16
"2593",2,3,1,3,5,"BE","B","E","I","R",14
"2594",5,4,2,4,2,"GV","M","E","G","P",15
"2595",2,3,3,4,3,"GV","P","E","G","R",15
"2596",5,3,4,2,2,"","M","U","I","S",14
"2597",5,4,5,3,5,"BA","P","E","A","R",25
"2598",2,4,2,1,4,"BI","P","E","G","R",6
"2599",1,2,1,1,2,"TH","P","E","A","E",47
"2600",5,5,5,5,5,"BE","P","E","I","C",15
"2601",2,2,2,2,4,"SS","M","E","G","R",3
"2602",5,3,5,5,5,"BE","M","R","G","R",20
"2603",5,5,5,5,3,"BI","P","E","A","R",46
"2604",1,1,1,1,1,"BE","P","E","G","R",9
"2605",5,3,5,1,1,"BA","M","I","A","S",3
"2606",5,5,5,3,5,"CM","M","E","A","C",11
"2607",1,1,1,1,1,"BI","P","E","I","P",9
"2608",5,5,0,5,2,"","P","E","A","R",7
"2609",2,3,2,2,4,"CM","M","E","G","R",10
"2610",2,2,5,5,1,"EN","P","E","G","R",25
"2611",4,5,5,2,5,"CM","P","E","A","C",25
"2612",1,1,5,0,2,"","B","R","I","E",20
"2613",5,5,5,5,3,"BE","P","E","I","P",26
"2614",1,1,1,1,2,"SR","P","E","G","C",10
"2615",3,4,2,2,2,"BI","P","E","A","E",26
"2616",3,5,3,1,3,"BI","P","E","G","R",9
"2617",5,5,5,5,5,"SR","P","E","G","R",47
"2618",2,2,5,4,5,"BI","P","E","I","P",23
"2619",5,2,3,2,4,"EN","B","E","G","P",4
"2620",1,1,2,1,2,"BP","P","E","I","C",15
"2621",1,5,5,2,5,"BI","P","E","I","R",17
"2622",5,5,5,5,5,"SS","P","E","A","E",26
"2623",1,2,1,2,5,"MR","P","E","A","E",16
"2624",4,2,4,2,4,"EN","P","E","A","R",59
"2625",2,2,1,5,2,"SR","B","E","","",4
"2626",5,5,5,3,3,"CM","P","E","A","R",9
"2627",1,2,2,1,1,"BP","P","E","I","C",13
"2628",2,2,4,5,1,"BI","P","E","A","R",4
"2629",5,5,5,5,5,"BA","P","E","A","R",47
"2630",0,0,5,5,0,"SR","P","R","I","R",44
"2631",2,2,2,1,2,"BI","P","E","A","E",15
"2632",5,5,5,5,4,"SS","P","E","A","R",37
"2633",1,1,2,1,1,"QP","P","E","I","C",20
"2634",5,5,5,1,1,"","P","E","A","E",25
"2635",5,5,5,5,5,"SS","P","E","A","R",25
"2636",1,5,2,2,5,"PE","M","E","I","C",59
"2637",1,1,5,1,1,"PE","P","S","I","C",26
"2638",5,5,5,4,5,"BI","P","E","A","R",12
"2639",2,1,2,4,2,"PE","P","E","A","E",37
"2640",4,5,4,4,1,"BA","P","E","A","R",6
"2641",1,5,2,1,5,"PE","P","E","A","E",21
"2642",2,3,1,2,5,"BE","P","E","A","R",36
"2643",3,3,4,4,2,"BE","P","E","A","R",55
"2644",2,2,5,5,1,"SR","M","S","I","C",29
"2645",5,5,5,5,5,"BP","P","E","I","P",15
"2646",1,1,2,1,1,"CM","M","E","I","C",16
"2647",1,2,4,1,1,"BI","P","E","A","R",14
"2648",1,1,1,1,1,"BI","P","E","A","R",12
"2649",2,3,2,5,2,"BI","P","E","A","R",36
"2650",5,5,1,3,2,"QP","M","E","I","C",25
"2651",5,5,5,2,2,"GV","P","E","G","P",3
"2652",5,5,5,2,5,"BP","M","E","I","P",9
"2653",1,3,5,1,1,"EN","M","E","I","P",3
"2654",1,3,2,5,1,"SS","P","R","A","R",1
"2655",5,3,5,5,5,"PE","P","E","A","E",12
"2656",2,2,5,1,4,"CE","P","E","A","E",4
"2657",5,5,5,5,5,"BI","P","E","A","R",3
"2658",5,5,5,5,0,"BI","P","E","A","C",6
"2659",5,5,5,5,5,"SS","P","E","A","R",13
"2660",1,3,2,2,3,"QP","M","E","I","C",47
"2661",5,5,5,1,2,"CE","P","E","A","E",37
"2662",3,3,5,5,5,"SS","P","E","A","E",9
"2663",5,5,5,5,5,"BP","P","E","A","R",59
"2664",5,5,5,5,1,"PE","P","E","A","E",20
"2665",5,5,5,1,5,"SR","M","E","G","R",55
"2666",4,4,5,2,5,"BE","M","E","I","P",47
"2667",3,3,5,1,5,"BE","P","R","A","E",45
"2668",5,5,5,1,1,"MR","P","E","I","P",4
"2669",5,5,5,4,5,"PE","P","E","G","R",55
"2670",2,3,4,4,5,"CE","P","E","A","E",14
"2671",2,3,5,5,5,"MR","O","E","A","R",47
"2672",5,5,5,3,5,"QP","P","E","I","P",12
"2673",5,4,5,2,2,"BI","M","I","A","R",47
"2674",1,4,2,2,4,"QP","M","E","I","P",14
"2675",1,1,2,1,2,"SR","M","E","I","P",47
"2676",1,2,2,2,1,"PE","M","E","I","P",36
"2677",5,5,5,2,5,"QP","M","E","I","P",9
"2678",1,1,5,4,2,"BI","P","E","A","R",6
"2679",2,5,5,2,5,"QP","P","E","I","C",25
"2680",3,4,5,1,2,"BI","B","E","A","O",25
"2681",5,5,5,5,5,"BE","P","E","A","E",10
"2682",5,5,5,3,5,"BP","M","E","I","C",25
"2683",4,4,2,3,2,"BE","P","E","A","E",4
"2684",5,4,5,2,2,"QP","P","E","A","R",8
"2685",1,1,1,4,5,"PE","M","R","G","P",29
"2686",5,5,5,1,1,"BE","P","E","I","R",7
"2687",1,3,2,5,1,"BI","P","E","A","E",37
"2688",2,2,5,1,2,"PE","P","E","A","R",28
"2689",5,5,5,2,4,"BI","P","I","A","S",36
"2690",2,3,5,5,5,"SR","P","E","A","E",7
"2691",4,4,5,1,0,"PE","P","E","I","P",15
"2692",2,2,2,1,1,"BE","M","E","I","C",14
"2693",5,5,5,5,5,"","P","E","A","R",15
"2694",5,5,5,5,5,"PE","M","E","I","C",25
"2695",5,4,5,1,1,"PE","P","E","A","R",25
"2696",5,5,5,5,3,"PE","P","E","G","R",3
"2697",5,5,2,2,4,"GV","P","E","G","R",55
"2698",2,1,2,5,4,"BP","M","E","I","R",3
"2699",5,5,5,5,5,"PE","M","E","I","C",3
"2700",5,5,5,5,5,"EN","P","E","G","P",25
"2701",5,5,5,5,5,"QP","M","E","I","P",3
"2702",1,1,5,1,1,"TH","P","E","A","R",19
"2703",1,1,2,1,5,"EN","P","U","A","E",3
"2704",5,5,5,5,1,"PE","P","E","A","E",26
"2705",2,2,4,1,5,"BP","M","E","I","P",55
"2706",1,1,5,1,1,"QP","M","E","I","C",6
"2707",2,2,2,1,2,"EN","P","E","A","R",36
"2708",5,5,5,5,5,"BE","P","S","I","C",15
"2709",4,5,3,3,3,"SR","P","E","G","R",37
"2710",3,4,4,5,5,"CE","M","E","A","E",15
"2711",5,5,5,3,5,"SR","P","E","I","C",4
"2712",4,3,5,2,5,"QP","M","E","I","P",23
"2713",5,5,5,2,3,"BE","P","S","I","C",21
"2714",1,2,1,1,4,"BE","M","E","A","E",3
"2715",5,5,4,4,5,"BI","P","E","G","C",55
"2716",5,3,5,5,5,"BE","M","E","I","C",36
"2717",2,2,1,5,1,"","M","E","I","",33
"2718",2,3,1,5,1,"QP","M","R","G","R",31
"2719",5,5,5,4,3,"PE","P","E","I","P",10
"2720",1,1,1,1,5,"QP","M","E","I","R",25
"2721",4,4,1,4,1,"PE","P","E","I","P",9
"2722",5,5,5,4,5,"BI","M","E","G","R",24
"2723",5,5,5,5,5,"","P","E","A","R",37
"2724",2,2,4,1,3,"BE","M","E","G","P",15
"2725",2,3,5,2,2,"BE","M","E","I","C",47
"2726",2,5,5,2,1,"BI","P","E","A","E",11
"2727",5,5,5,5,5,"QP","M","E","I","P",9
"2728",3,3,5,5,5,"MR","P","E","A","E",14
"2729",5,5,5,5,5,"SS","P","E","A","R",4
"2730",2,4,5,4,5,"CM","M","E","I","R",3
"2731",1,1,2,1,3,"CE","P","E","A","E",7
"2732",5,5,5,5,1,"BE","P","E","A","E",6
"2733",1,3,2,1,1,"BE","","E","I","P",14
"2734",3,5,2,5,3,"","M","E","A","E",3
"2735",4,4,5,5,5,"SS","P","E","A","E",15
"2736",3,5,5,2,2,"SR","P","E","A","R",47
"2737",5,5,5,5,5,"BI","P","E","A","R",20
"2738",1,1,2,1,5,"BP","P","S","I","C",57
"2739",2,4,5,5,1,"SS","P","E","A","E",12
"2740",5,5,5,5,1,"SS","M","S","G","C",10
"2741",5,5,5,5,1,"PE","P","E","A","R",21
"2742",1,2,3,1,5,"BI","P","E","A","R",58
"2743",1,1,2,1,5,"CM","M","I","A","S",55
"2744",5,5,5,5,5,"SS","P","E","A","E",4
"2745",1,1,1,1,2,"BE","M","E","A","E",47
"2746",5,5,5,5,2,"QP","P","R","I","C",42
"2747",1,1,2,1,2,"","P","E","A","E",4
"2748",1,2,1,1,4,"CE","P","E","A","C",23
"2749",1,1,1,1,1,"SR","M","E","G","P",12
"2750",1,3,1,2,1,"GV","M","E","G","R",5
"2751",5,3,5,5,5,"BE","B","I","A","S",3
"2752",5,5,2,5,5,"SR","P","R","","R",30
"2753",5,5,5,5,5,"BI","M","I","G","R",14
"2754",2,2,2,1,5,"","P","E","I","P",7
"2755",2,3,5,2,5,"BP","M","E","I","P",47
"2756",5,5,5,4,5,"BP","M","I","A","S",14
"2757",2,2,2,4,2,"QP","P","E","A","E",20
"2758",5,5,5,5,5,"BI","P","E","I","P",17
"2759",1,1,2,1,2,"MR","M","S","I","R",14
"2760",4,5,5,5,2,"EN","P","E","A","E",57
"2761",2,2,4,2,1,"QP","M","E","I","C",25
"2762",2,4,5,2,5,"SS","M","E","A","R",3
"2763",1,3,5,2,5,"BI","P","E","A","R",4
"2764",3,3,3,3,3,"BI","P","E","A","R",15
"2765",5,5,5,5,5,"BE","M","E","I","P",14
"2766",5,5,5,4,5,"MR","M","E","I","P",47
"2767",2,2,3,1,1,"BI","M","E","G","C",26
"2768",2,2,5,4,5,"TH","P","E","A","E",3
"2769",5,5,5,3,5,"BE","M","E","I","C",4
"2770",5,5,5,2,4,"","M","E","A","R",3
"2771",5,5,5,5,5,"BP","M","E","I","R",4
"2772",2,2,3,2,3,"BI","M","E","I","P",58
"2773",2,2,1,2,1,"BP","P","E","I","C",4
"2774",1,2,5,1,1,"BP","P","S","I","C",9
"2775",2,2,2,1,1,"BP","M","E","I","R",14
"2776",5,5,5,5,5,"BE","P","E","A","R",20
"2777",1,1,1,1,2,"SR","P","E","I","C",13
"2778",2,3,5,1,4,"BP","M","E","I","P",58
"2779",2,2,1,1,1,"BP","P","E","I","R",15
"2780",1,1,2,2,1,"PE","P","E","G","P",19
"2781",5,5,5,5,2,"CE","M","E","A","E",36
"2782",1,1,1,1,2,"BI","P","E","A","R",15
"2783",4,3,2,5,1,"MR","B","E","I","R",14
"2784",1,2,1,1,2,"QP","P","I","A","R",14
"2785",5,5,5,5,3,"SS","P","E","A","E",14
"2786",2,2,1,1,1,"SR","B","E","I","R",3
"2787",5,5,5,5,5,"","P","S","I","R",1
"2788",5,5,5,3,5,"BI","M","E","G","P",58
"2789",5,5,5,4,2,"SR","P","E","I","C",15
"2790",5,5,5,4,5,"","P","E","A","R",14
"2791",3,2,4,1,5,"BI","M","E","I","P",3
"2792",5,5,5,5,5,"BP","P","E","I","C",16
"2793",1,1,2,1,4,"TH","M","E","A","C",3
"2794",1,1,1,1,1,"BA","P","E","A","R",36
"2795",1,1,2,1,1,"BI","P","E","A","R",19
"2796",1,2,3,2,2,"BA","P","E","A","E",57
"2797",5,5,5,5,5,"BE","P","E","A","E",48
"2798",5,2,3,2,5,"PE","P","E","I","C",59
"2799",5,3,5,5,3,"SS","P","E","A","R",3
"2800",1,1,2,1,5,"PE","P","E","I","C",12
"2801",2,1,4,4,1,"CM","M","E","A","R",15
"2802",5,5,5,2,5,"TH","P","E","A","E",58
"2803",1,1,5,1,5,"BI","P","E","A","R",9
"2804",1,2,5,1,2,"BP","M","E","I","R",6
"2805",5,5,5,5,1,"MR","M","S","I","C",15
"2806",5,5,5,5,5,"SG","P","E","A","E",33
"2807",2,2,5,1,1,"SR","M","E","I","C",15
"2808",1,1,2,1,5,"SS","P","E","A","R",4
"2809",2,3,5,1,4,"BI","P","E","A","R",4
"2810",2,2,4,2,5,"PE","P","E","A","E",30
"2811",1,1,2,2,5,"PE","M","I","A","S",3
"2812",5,5,5,5,5,"BA","P","E","A","C",21
"2813",5,5,5,4,1,"TH","P","S","A","P",15
"2814",2,3,1,1,4,"QP","M","E","I","C",14
"2815",5,5,5,1,5,"BP","P","E","I","P",6
"2816",1,1,2,1,1,"BI","P","E","A","C",8
"2817",5,5,5,2,5,"BP","M","U","A","C",58
"2818",5,5,5,5,5,"BE","P","E","A","R",21
"2819",2,3,2,1,1,"TH","P","E","A","E",3
"2820",4,4,2,4,5,"BP","M","E","I","C",8
"2821",2,1,5,4,2,"BI","P","E","A","P",12
"2822",5,5,4,4,2,"BI","P","E","A","E",18
"2823",2,3,5,1,1,"CM","P","E","A","E",36
"2824",2,3,2,3,3,"TH","P","E","A","E",3
"2825",5,5,5,5,1,"SS","P","E","A","R",3
"2826",1,1,5,1,2,"PE","M","E","I","P",25
"2827",5,5,5,5,5,"CM","P","E","A","",15
"2828",5,5,5,5,5,"QP","M","E","I","C",25
"2829",5,5,5,5,5,"CM","P","E","I","P",11
"2830",2,2,2,2,2,"BI","P","E","A","C",15
"2831",1,1,5,1,2,"BP","P","E","I","R",58
"2832",5,5,5,5,3,"TH","M","E","I","R",14
"2833",5,5,5,5,2,"BA","P","E","A","R",20
"2834",3,3,3,1,3,"PE","M","E","I","P",10
"2835",1,2,5,1,2,"BI","P","E","A","R",4
"2836",1,1,5,4,5,"GV","P","E","A","E",57
"2837",2,1,5,2,2,"CM","M","E","I","C",25
"2838",3,2,3,3,3,"QP","P","E","A","R",17
"2839",2,3,3,1,2,"EN","M","I","I","R",36
"2840",2,4,4,4,5,"PE","M","E","G","P",21
"2841",4,5,2,4,3,"GV","M","E","G","R",55
"2842",1,1,2,2,1,"BI","P","E","A","E",20
"2843",1,2,2,1,5,"BA","M","E","I","C",25
"2844",5,5,5,5,5,"BI","P","E","I","C",16
"2845",3,4,5,2,1,"EN","M","E","I","C",9
"2846",5,4,5,2,1,"TH","M","E","A","E",36
"2847",1,1,5,1,5,"BI","M","E","G","C",18
"2848",3,3,4,5,5,"EN","P","R","A","R",26
"2849",4,2,2,2,5,"QP","P","E","A","E",5
"2850",1,2,4,1,1,"PE","P","E","A","R",11
"2851",5,5,5,5,5,"BP","P","E","I","C",12
"2852",2,2,5,1,1,"BE","P","E","I","C",1
"2853",2,2,2,1,2,"BE","M","I","A","S",47
"2854",4,4,3,4,2,"BP","P","E","A","E",31
"2855",5,3,5,5,3,"CM","M","E","G","R",13
"2856",3,3,3,3,3,"GV","M","E","G","P",5
"2857",5,5,5,4,5,"SR","B","E","G","P",15
"2858",5,5,5,5,5,"BE","P","E","G","R",15
"2859",3,4,2,5,5,"GV","P","R","G","P",48
"2860",1,3,5,2,5,"BA","M","E","I","P",3
"2861",2,3,2,2,4,"GV","M","E","G","P",12
"2862",2,2,1,4,5,"QP","B","E","G","R",14
"2863",5,5,2,5,2,"SS","P","E","G","P",47
"2864",2,2,1,1,1,"BE","P","E","A","R",58
"2865",5,5,5,2,5,"BE","P","E","A","E",3
"2866",1,0,2,1,2,"QP","P","I","A","E",6
"2867",1,1,1,1,2,"CE","P","E","A","E",27
"2868",1,1,4,1,2,"QP","M","E","I","C",15
"2869",5,5,5,5,5,"CM","B","E","G","P",8
"2870",2,3,3,2,2,"BE","P","E","A","E",58
"2871",2,0,3,2,4,"BE","P","E","A","E",3
"2872",1,1,2,5,1,"BI","P","E","I","C",6
"2873",2,3,2,1,4,"CM","P","E","A","E",6
"2874",5,5,5,5,5,"PE","P","E","A","R",15
"2875",2,2,4,4,2,"PE","M","E","I","C",20
"2876",1,2,5,1,1,"BP","P","E","I","C",25
"2877",1,2,1,1,2,"BI","P","E","I","R",47
"2878",4,2,5,2,4,"CM","M","E","A","E",14
"2879",2,3,1,1,2,"QP","P","R","A","E",14
"2880",5,5,5,5,5,"SS","P","U","A","R",14
"2881",5,5,5,5,5,"BI","M","E","A","P",58
"2882",5,5,5,1,3,"BP","M","S","I","C",9
"2883",5,5,5,2,5,"PE","M","E","I","P",11
"2884",5,4,5,2,2,"BP","M","E","G","P",4
"2885",5,5,5,4,5,"PE","P","E","I","C",16
"2886",2,3,1,1,3,"BP","M","E","I","R",36
"2887",1,1,5,1,1,"","M","E","I","E",25
"2888",5,5,5,1,5,"QP","P","E","I","C",15
"2889",2,2,4,2,5,"PE","M","E","I","C",20
"2890",1,2,3,1,1,"BI","P","E","I","P",15
"2891",5,4,3,3,3,"BP","M","E","I","C",25
"2892",4,4,5,5,3,"BP","P","E","I","P",18
"2893",5,5,5,5,5,"BP","P","E","A","E",9
"2894",5,4,5,4,1,"","P","E","A","E",23
"2895",1,2,1,1,5,"BI","M","I","A","S",14
"2896",1,1,1,1,1,"SR","M","I","A","S",36
"2897",1,1,1,5,1,"","P","S","I","C",9
"2898",2,2,4,3,2,"CM","M","E","I","P",4
"2899",5,5,5,4,2,"BP","P","E","I","R",55
"2900",5,5,5,4,5,"BI","M","I","A","S",3
"2901",5,3,5,5,1,"BE","P","E","I","C",3
"2902",1,1,2,1,4,"PE","M","S","I","C",30
"2903",1,2,1,2,5,"BE","M","E","I","P",3
"2904",5,2,5,1,2,"BP","M","E","I","R",9
"2905",5,5,5,5,5,"BP","P","E","I","P",8
"2906",5,5,5,1,2,"SS","P","E","A","R",9
"2907",5,5,5,5,5,"","P","E","A","R",14
"2908",2,4,5,3,5,"GV","P","E","I","P",4
"2909",1,2,1,1,5,"BI","P","R","G","C",35
"2910",2,3,2,2,5,"CE","P","E","A","R",14
"2911",2,2,5,1,2,"SR","M","E","I","C",12
"2912",4,3,5,5,4,"BI","M","E","I","P",55
"2913",1,1,5,1,1,"MR","P","S","I","P",55
"2914",1,3,3,5,1,"GV","M","E","G","R",15
"2915",5,2,5,1,5,"BI","P","E","A","E",4
"2916",3,2,1,2,2,"BI","P","E","A","C",47
"2917",1,1,2,2,2,"QP","P","E","I","C",9
"2918",1,2,5,5,5,"PE","B","R","I","C",15
"2919",5,5,5,1,1,"PE","P","E","A","E",15
"2920",2,4,2,1,2,"PE","M","E","I","R",36
"2921",5,5,5,2,5,"PE","M","E","I","P",15
"2922",5,5,2,4,4,"BI","P","E","A","",9
"2923",5,5,5,2,1,"BI","B","E","G","P",20
"2924",2,2,5,2,4,"EN","P","E","A","R",4
"2925",5,5,2,4,5,"GV","P","E","G","P",11
"2926",5,5,5,2,5,"BI","M","E","G","R",14
"2927",5,2,5,2,2,"","M","E","A","E",15
"2928",2,4,5,2,2,"BI","M","E","A","C",4
"2929",4,2,5,2,4,"CE","P","E","G","R",9
"2930",5,5,5,5,3,"CM","P","E","I","P",47
"2931",5,5,5,4,2,"BI","P","E","G","C",9
"2932",5,5,3,2,5,"BP","M","E","I","R",59
"2933",5,5,5,3,5,"BI","P","E","A","R",15
"2934",5,5,0,0,0,"QP","P","E","G","P",36
"2935",5,5,5,3,3,"GV","P","E","G","R",55
"2936",3,3,3,5,3,"BI","P","E","A","R",55
"2937",2,2,2,1,1,"QP","P","E","I","P",25
"2938",5,5,5,5,0,"BI","P","E","A","R",6
"2939",5,5,5,5,5,"","P","E","A","E",15
"2940",5,5,1,1,5,"SR","P","E","G","R",9
"2941",5,3,5,4,1,"CM","P","E","A","E",3
"2942",1,3,4,1,5,"SS","P","S","I","C",57
"2943",3,3,3,4,5,"MR","P","E","I","R",14
"2944",1,1,5,1,1,"BI","M","E","I","C",17
"2945",2,5,2,1,2,"BE","P","E","A","E",4
"2946",1,1,4,1,5,"PE","P","E","I","R",21
"2947",3,3,3,5,5,"","P","E","A","R",37
"2948",2,2,2,1,2,"BA","P","E","A","R",25
"2949",1,0,1,1,5,"BI","M","E","I","P",14
"2950",2,2,4,1,3,"SS","P","E","G","P",15
"2951",5,5,5,5,5,"BP","B","E","A","E",25
"2952",3,3,5,2,3,"PE","M","R","I","C",31
"2953",1,1,2,1,1,"","M","S","I","C",10
"2954",3,3,1,4,5,"BI","M","E","A","R",59
"2955",2,2,5,1,5,"GV","P","E","G","P",12
