"SurveyResponseID","AnswerNumber","CycleOwnership"
3503554,85,"Hire a bike in NZ"
3503568,88,"Hire a bike in NZ"
3503571,78,"Hire a bike in NZ"
3503633,85,"Hire a bike in NZ"
3503676,114,"Hire a bike in NZ"
3503695,73,"Hire a bike in NZ"
3503707,107,"Hire a bike in NZ"
3503720,66,"Hire a bike in NZ"
3503731,107,"Hire a bike in NZ"
3503733,90,"Hire a bike in NZ"
3503741,83,"Hire a bike in NZ"
3503305,65,"Hire a bike in NZ"
3503315,89,"Hire a bike in NZ"
3503369,94,"Hire a bike in NZ"
3503507,91,"Hire a bike in NZ"
3503518,74,"Hire a bike in NZ"
3503524,70,"Hire a bike in NZ"
3503402,51,"Hire a bike in NZ"
3503409,69,"Hire a bike in NZ"
3503432,106,"Hire a bike in NZ"
3503437,94,"Hire a bike in NZ"
3503456,90,"Hire a bike in NZ"
3503478,66,"Hire a bike in NZ"
3503500,64,"Hire a bike in NZ"
3503243,78,"Hire a bike in NZ"
3503250,61,"Hire a bike in NZ"
3503258,76,"Hire a bike in NZ"
3502418,74,"Hire a bike in NZ"
3503191,76,"Hire a bike in NZ"
3503278,82,"Hire a bike in NZ"
3503283,92,"Hire a bike in NZ"
3502546,63,"Hire a bike in NZ"
3502553,80,"Hire a bike in NZ"
3503130,73,"Hire a bike in NZ"
3503152,63,"Hire a bike in NZ"
3503155,80,"Hire a bike in NZ"
3502480,82,"Hire a bike in NZ"
3502484,86,"Hire a bike in NZ"
3502500,112,"Hire a bike in NZ"
3502505,94,"Hire a bike in NZ"
3502509,96,"Hire a bike in NZ"
3502514,123,"Hire a bike in NZ"
3502521,86,"Hire a bike in NZ"
3502525,75,"Hire a bike in NZ"
3502434,68,"Hire a bike in NZ"
3497814,67,"Hire a bike in NZ"
3502366,70,"Hire a bike in NZ"
3502367,89,"Hire a bike in NZ"
3502369,61,"Hire a bike in NZ"
3497803,79,"Hire a bike in NZ"
3497771,75,"Hire a bike in NZ"
3501731,73,"Hire a bike in NZ"
3501746,79,"Hire a bike in NZ"
3501985,82,"Hire a bike in NZ"
3501990,72,"Hire a bike in NZ"
3502299,77,"Hire a bike in NZ"
3502335,130,"Hire a bike in NZ"
3502345,75,"Hire a bike in NZ"
3497622,56,"Hire a bike in NZ"
3497755,60,"Hire a bike in NZ"
3497717,79,"Hire a bike in NZ"
3497564,68,"Hire a bike in NZ"
3497274,81,"Hire a bike in NZ"
3496941,71,"Hire a bike in NZ"
3497073,64,"Hire a bike in NZ"
3497086,68,"Hire a bike in NZ"
3497111,65,"Hire a bike in NZ"
3497175,57,"Hire a bike in NZ"
3497195,81,"Hire a bike in NZ"
3497196,66,"Hire a bike in NZ"
3496526,92,"Hire a bike in NZ"
3496547,106,"Hire a bike in NZ"
3496559,82,"Hire a bike in NZ"
3496495,72,"Hire a bike in NZ"
3496574,64,"Hire a bike in NZ"
3496604,117,"Hire a bike in NZ"
3496614,65,"Hire a bike in NZ"
3496615,67,"Hire a bike in NZ"
3496640,113,"Hire a bike in NZ"
3496647,65,"Hire a bike in NZ"
3496651,88,"Hire a bike in NZ"
3496652,77,"Hire a bike in NZ"
3496738,69,"Hire a bike in NZ"
3496692,62,"Hire a bike in NZ"
3496717,95,"Hire a bike in NZ"
3496806,64,"Hire a bike in NZ"
3496812,112,"Hire a bike in NZ"
3496822,57,"Hire a bike in NZ"
3496828,67,"Hire a bike in NZ"
3496865,129,"Hire a bike in NZ"
3471317,75,"Hire a bike in NZ"
3496911,87,"Hire a bike in NZ"
3471334,66,"Hire a bike in NZ"
3471335,58,"Hire a bike in NZ"
3471366,73,"Hire a bike in NZ"
3471402,73,"Hire a bike in NZ"
3471406,76,"Hire a bike in NZ"
3471407,86,"Hire a bike in NZ"
3471422,88,"Hire a bike in NZ"
3471434,102,"Hire a bike in NZ"
3471454,75,"Hire a bike in NZ"
3471457,75,"Hire a bike in NZ"
3471471,65,"Hire a bike in NZ"
3471477,88,"Hire a bike in NZ"
3471506,87,"Hire a bike in NZ"
3471519,82,"Hire a bike in NZ"
3495886,89,"Hire a bike in NZ"
3495966,59,"Hire a bike in NZ"
3496013,85,"Hire a bike in NZ"
3496026,90,"Hire a bike in NZ"
3496140,83,"Hire a bike in NZ"
3496148,107,"Hire a bike in NZ"
3496260,117,"Hire a bike in NZ"
3496262,75,"Hire a bike in NZ"
3496267,77,"Hire a bike in NZ"
3496289,73,"Hire a bike in NZ"
3496290,102,"Hire a bike in NZ"
3496342,64,"Hire a bike in NZ"
3496373,88,"Hire a bike in NZ"
3496385,79,"Hire a bike in NZ"
3496386,77,"Hire a bike in NZ"
3496439,79,"Hire a bike in NZ"
3496459,99,"Hire a bike in NZ"
3471285,117,"Hire a bike in NZ"
3471219,87,"Hire a bike in NZ"
3471221,86,"Hire a bike in NZ"
3471258,80,"Hire a bike in NZ"
3471229,87,"Hire a bike in NZ"
3471239,111,"Hire a bike in NZ"
3471199,79,"Hire a bike in NZ"
3471121,111,"Hire a bike in NZ"
3471154,128,"Hire a bike in NZ"
3471159,127,"Hire a bike in NZ"
3471162,130,"Hire a bike in NZ"
3471135,150,"Hire a bike in NZ"
3471136,113,"Hire a bike in NZ"
3471142,96,"Hire a bike in NZ"
3471144,79,"Hire a bike in NZ"
3471056,83,"Hire a bike in NZ"
3471066,109,"Hire a bike in NZ"
3471057,83,"Hire a bike in NZ"
3471036,106,"Hire a bike in NZ"
3470992,118,"Hire a bike in NZ"
3466125,58,"Hire a bike in NZ"
3466127,72,"Hire a bike in NZ"
3466132,60,"Hire a bike in NZ"
3470972,79,"Hire a bike in NZ"
3463107,78,"Hire a bike in NZ"
3466043,90,"Hire a bike in NZ"
3466102,74,"Hire a bike in NZ"
3466133,86,"Hire a bike in NZ"
3466135,87,"Hire a bike in NZ"
3466151,81,"Hire a bike in NZ"
3466161,78,"Hire a bike in NZ"
3466055,87,"Hire a bike in NZ"
3465973,59,"Hire a bike in NZ"
3465992,71,"Hire a bike in NZ"
3465863,65,"Hire a bike in NZ"
3465870,98,"Hire a bike in NZ"
3465871,107,"Hire a bike in NZ"
3465892,88,"Hire a bike in NZ"
3465899,87,"Hire a bike in NZ"
3464121,63,"Hire a bike in NZ"
3464123,68,"Hire a bike in NZ"
3464124,65,"Hire a bike in NZ"
3464126,56,"Hire a bike in NZ"
3464128,72,"Hire a bike in NZ"
3464706,83,"Hire a bike in NZ"
3464717,62,"Hire a bike in NZ"
3464850,102,"Hire a bike in NZ"
3465855,112,"Hire a bike in NZ"
3463255,76,"Hire a bike in NZ"
3463307,65,"Hire a bike in NZ"
3464052,70,"Hire a bike in NZ"
3464065,75,"Hire a bike in NZ"
3464073,65,"Hire a bike in NZ"
3464087,69,"Hire a bike in NZ"
3464104,57,"Hire a bike in NZ"
3463185,119,"Hire a bike in NZ"
3463199,89,"Hire a bike in NZ"
3463206,76,"Hire a bike in NZ"
3463061,66,"Hire a bike in NZ"
3463098,84,"Hire a bike in NZ"
3463039,119,"Hire a bike in NZ"
3463042,84,"Hire a bike in NZ"
3463046,75,"Hire a bike in NZ"
3463056,74,"Hire a bike in NZ"
3462416,123,"Hire a bike in NZ"
3462353,79,"Hire a bike in NZ"
3462364,77,"Hire a bike in NZ"
3462376,56,"Hire a bike in NZ"
3462395,63,"Hire a bike in NZ"
3462229,67,"Hire a bike in NZ"
3462244,71,"Hire a bike in NZ"
3339161,64,"Hire a bike in NZ"
3462250,63,"Hire a bike in NZ"
3338459,80,"Hire a bike in NZ"
3338573,108,"Hire a bike in NZ"
3338944,75,"Hire a bike in NZ"
3338532,54,"Hire a bike in NZ"
3338543,103,"Hire a bike in NZ"
3338495,80,"Hire a bike in NZ"
3338406,59,"Hire a bike in NZ"
3338412,58,"Hire a bike in NZ"
3338458,71,"Hire a bike in NZ"
3186021,66,"Hire a bike in NZ"
3184680,72,"Hire a bike in NZ"
3184663,75,"Hire a bike in NZ"
3184618,73,"Hire a bike in NZ"
3338949,102,"Buy a bike in NZ"
3338580,91,"Buy a bike in NZ"
3338913,73,"Buy a bike in NZ"
3462223,73,"Buy a bike in NZ"
3339155,61,"Buy a bike in NZ"
3463101,76,"Buy a bike in NZ"
3463081,60,"Buy a bike in NZ"
3463069,124,"Buy a bike in NZ"
3463114,85,"Buy a bike in NZ"
3465855,113,"Buy a bike in NZ"
3471055,123,"Buy a bike in NZ"
3471057,84,"Buy a bike in NZ"
3471065,62,"Buy a bike in NZ"
3471056,84,"Buy a bike in NZ"
3471196,58,"Buy a bike in NZ"
3471306,78,"Buy a bike in NZ"
3471310,102,"Buy a bike in NZ"
3496113,92,"Buy a bike in NZ"
3471320,61,"Buy a bike in NZ"
3496887,99,"Buy a bike in NZ"
3496586,67,"Buy a bike in NZ"
3496601,73,"Buy a bike in NZ"
3496559,83,"Buy a bike in NZ"
3497089,134,"Buy a bike in NZ"
3497717,80,"Buy a bike in NZ"
3497691,62,"Buy a bike in NZ"
3522966,59,"Buy a bike in NZ"
3523816,63,"Buy a bike in NZ"
3184769,82,"Buy a bike in NZ"
3184822,73,"Buy a bike in NZ"
3184794,67,"Buy a bike in NZ"
3184916,71,"Buy a bike in NZ"
3185214,61,"Buy a bike in NZ"
3185233,63,"Buy a bike in NZ"
3185142,63,"Buy a bike in NZ"
3185297,71,"Buy a bike in NZ"
3185322,65,"Buy a bike in NZ"
3185295,74,"Buy a bike in NZ"
3185411,78,"Buy a bike in NZ"
3185425,69,"Buy a bike in NZ"
3185449,57,"Buy a bike in NZ"
3185564,78,"Buy a bike in NZ"
3185604,66,"Buy a bike in NZ"
3185483,67,"Buy a bike in NZ"
3185644,77,"Buy a bike in NZ"
3185669,82,"Buy a bike in NZ"
3185680,85,"Buy a bike in NZ"
3185920,76,"Buy a bike in NZ"
3185866,76,"Buy a bike in NZ"
3185992,87,"Buy a bike in NZ"
3185996,69,"Buy a bike in NZ"
3186099,80,"Buy a bike in NZ"
3186064,80,"Buy a bike in NZ"
3186205,70,"Buy a bike in NZ"
3186729,107,"Buy a bike in NZ"
3186861,68,"Buy a bike in NZ"
3186448,63,"Buy a bike in NZ"
3186892,67,"Buy a bike in NZ"
3186943,66,"Buy a bike in NZ"
3187081,64,"Buy a bike in NZ"
3187062,63,"Buy a bike in NZ"
3187127,70,"Buy a bike in NZ"
3187306,73,"Buy a bike in NZ"
3187503,73,"Buy a bike in NZ"
3187551,70,"Buy a bike in NZ"
3187690,78,"Buy a bike in NZ"
3189158,62,"Buy a bike in NZ"
3188514,71,"Buy a bike in NZ"
3189482,77,"Buy a bike in NZ"
3189810,82,"Buy a bike in NZ"
3189993,70,"Buy a bike in NZ"
3189828,60,"Buy a bike in NZ"
3190500,103,"Buy a bike in NZ"
3191165,61,"Buy a bike in NZ"
3191225,69,"Buy a bike in NZ"
3191296,64,"Buy a bike in NZ"
3191245,65,"Buy a bike in NZ"
3191338,63,"Buy a bike in NZ"
3191429,66,"Buy a bike in NZ"
3191434,75,"Buy a bike in NZ"
3191459,67,"Buy a bike in NZ"
3191174,57,"Buy a bike in NZ"
3191562,76,"Buy a bike in NZ"
3191620,73,"Buy a bike in NZ"
3191769,71,"Buy a bike in NZ"
3191785,71,"Buy a bike in NZ"
3461683,90,"Buy a bike in NZ"
3461662,69,"Buy a bike in NZ"
3461671,63,"Buy a bike in NZ"
3461880,70,"Buy a bike in NZ"
3461832,68,"Buy a bike in NZ"
3461846,70,"Buy a bike in NZ"
3463472,99,"Buy a bike in NZ"
3463987,123,"Buy a bike in NZ"
3465082,56,"Buy a bike in NZ"
3465024,98,"Buy a bike in NZ"
3464304,113,"Buy a bike in NZ"
3466589,59,"Buy a bike in NZ"
3466477,131,"Buy a bike in NZ"
3466764,106,"Buy a bike in NZ"
3466677,109,"Buy a bike in NZ"
3466678,62,"Buy a bike in NZ"
3466614,59,"Buy a bike in NZ"
3471553,112,"Buy a bike in NZ"
3471571,70,"Buy a bike in NZ"
3471604,90,"Buy a bike in NZ"
3471608,61,"Buy a bike in NZ"
3471610,62,"Buy a bike in NZ"
3471656,79,"Buy a bike in NZ"
3471738,72,"Buy a bike in NZ"
3471995,63,"Buy a bike in NZ"
3472075,78,"Buy a bike in NZ"
3472165,72,"Buy a bike in NZ"
3472104,67,"Buy a bike in NZ"
3472172,82,"Buy a bike in NZ"
3522962,134,"Buy a bike in NZ"
3472661,84,"Buy a bike in NZ"
3190723,74,"Buy a bike in NZ"
3190754,83,"Buy a bike in NZ"
3190817,73,"Buy a bike in NZ"
3190836,100,"Buy a bike in NZ"
3190896,104,"Buy a bike in NZ"
3192284,116,"Buy a bike in NZ"
3192114,55,"Buy a bike in NZ"
3190931,66,"Buy a bike in NZ"
3191142,67,"Buy a bike in NZ"
3192071,82,"Buy a bike in NZ"
3192639,116,"Buy a bike in NZ"
3192466,74,"Buy a bike in NZ"
3192907,118,"Buy a bike in NZ"
3191995,96,"Buy a bike in NZ"
3192891,82,"Buy a bike in NZ"
3193037,107,"Buy a bike in NZ"
3193134,81,"Buy a bike in NZ"
3193167,80,"Buy a bike in NZ"
3193382,58,"Buy a bike in NZ"
3193373,72,"Buy a bike in NZ"
3193462,104,"Buy a bike in NZ"
3193478,90,"Buy a bike in NZ"
3193482,60,"Buy a bike in NZ"
3193544,77,"Buy a bike in NZ"
3193829,76,"Buy a bike in NZ"
3193950,69,"Buy a bike in NZ"
3194093,63,"Buy a bike in NZ"
3194131,81,"Buy a bike in NZ"
3194149,77,"Buy a bike in NZ"
3194266,66,"Buy a bike in NZ"
3194242,70,"Buy a bike in NZ"
3186375,124,"Buy a bike in NZ"
3339081,67,"Buy a bike in NZ"
3472718,58,"Buy a bike in NZ"
3472747,60,"Buy a bike in NZ"
3473049,76,"Buy a bike in NZ"
3473039,66,"Buy a bike in NZ"
3497378,76,"Buy a bike in NZ"
3497348,66,"Buy a bike in NZ"
3497435,83,"Buy a bike in NZ"
3497389,87,"Buy a bike in NZ"
3502849,59,"Buy a bike in NZ"
3501944,115,"Buy a bike in NZ"
3497867,71,"Buy a bike in NZ"
3497482,84,"Buy a bike in NZ"
3524041,76,"Buy a bike in NZ"
3337539,70,"Buy a bike in NZ"
3337542,74,"Buy a bike in NZ"
3337588,63,"Buy a bike in NZ"
3337528,63,"Buy a bike in NZ"
3337796,70,"Buy a bike in NZ"
3337776,70,"Buy a bike in NZ"
3338597,92,"Buy a bike in NZ"
3338751,70,"Buy a bike in NZ"
3338746,63,"Buy a bike in NZ"
3338770,70,"Buy a bike in NZ"
3338874,93,"Buy a bike in NZ"
3339749,67,"Buy a bike in NZ"
3462015,84,"Buy a bike in NZ"
3465355,62,"Buy a bike in NZ"
3462197,78,"Buy a bike in NZ"
3464473,72,"Buy a bike in NZ"
3465299,57,"Buy a bike in NZ"
3465309,62,"Buy a bike in NZ"
3465589,112,"Buy a bike in NZ"
3466194,69,"Buy a bike in NZ"
3466276,85,"Buy a bike in NZ"
3497872,65,"Buy a bike in NZ"
3497904,82,"Buy a bike in NZ"
3497969,75,"Buy a bike in NZ"
3498106,74,"Buy a bike in NZ"
3503031,67,"Buy a bike in NZ"
3503400,92,"Borrow a bike in NZ"
3522613,80,"Borrow a bike in NZ"
3522649,63,"Borrow a bike in NZ"
3522628,61,"Borrow a bike in NZ"
3522568,71,"Borrow a bike in NZ"
3522676,63,"Borrow a bike in NZ"
3522700,80,"Borrow a bike in NZ"
3522728,66,"Borrow a bike in NZ"
3524377,58,"Borrow a bike in NZ"
3524329,59,"Borrow a bike in NZ"
3524332,58,"Borrow a bike in NZ"
3524245,59,"Borrow a bike in NZ"
3524260,87,"Borrow a bike in NZ"
3524232,67,"Borrow a bike in NZ"
3524243,63,"Borrow a bike in NZ"
3524273,96,"Borrow a bike in NZ"
3524277,74,"Borrow a bike in NZ"
3524285,59,"Borrow a bike in NZ"
3522756,74,"Borrow a bike in NZ"
3522759,120,"Borrow a bike in NZ"
3522817,65,"Borrow a bike in NZ"
3524054,65,"Borrow a bike in NZ"
3524096,67,"Borrow a bike in NZ"
3524125,87,"Borrow a bike in NZ"
3524202,65,"Borrow a bike in NZ"
3524183,65,"Borrow a bike in NZ"
3524489,69,"Borrow a bike in NZ"
3524334,104,"Borrow a bike in NZ"
3524450,87,"Borrow a bike in NZ"
3524466,55,"Borrow a bike in NZ"
3524467,66,"Borrow a bike in NZ"
3524387,82,"Borrow a bike in NZ"
3524395,59,"Borrow a bike in NZ"
3524437,71,"Borrow a bike in NZ"
3498069,73,"Borrow a bike in NZ"
3498035,57,"Borrow a bike in NZ"
3498150,67,"Borrow a bike in NZ"
3498143,86,"Borrow a bike in NZ"
3498146,80,"Borrow a bike in NZ"
3498137,71,"Borrow a bike in NZ"
3498142,75,"Borrow a bike in NZ"
3497969,76,"Borrow a bike in NZ"
3497990,78,"Borrow a bike in NZ"
3497977,67,"Borrow a bike in NZ"
3497979,77,"Borrow a bike in NZ"
3497992,71,"Borrow a bike in NZ"
3498001,66,"Borrow a bike in NZ"
3497896,70,"Borrow a bike in NZ"
3496243,116,"Borrow a bike in NZ"
3497880,68,"Borrow a bike in NZ"
3497873,71,"Borrow a bike in NZ"
3496184,82,"Borrow a bike in NZ"
3497919,73,"Borrow a bike in NZ"
3497925,76,"Borrow a bike in NZ"
3497932,72,"Borrow a bike in NZ"
3497950,61,"Borrow a bike in NZ"
3498177,80,"Borrow a bike in NZ"
3498204,62,"Borrow a bike in NZ"
3502009,55,"Borrow a bike in NZ"
3502028,76,"Borrow a bike in NZ"
3502019,56,"Borrow a bike in NZ"
3502049,65,"Borrow a bike in NZ"
3502065,97,"Borrow a bike in NZ"
3502263,67,"Borrow a bike in NZ"
3502203,107,"Borrow a bike in NZ"
3502234,65,"Borrow a bike in NZ"
3502602,67,"Borrow a bike in NZ"
3502649,92,"Borrow a bike in NZ"
3502567,58,"Borrow a bike in NZ"
3502663,127,"Borrow a bike in NZ"
3502665,91,"Borrow a bike in NZ"
3502669,64,"Borrow a bike in NZ"
3502678,71,"Borrow a bike in NZ"
3502794,57,"Borrow a bike in NZ"
3502806,55,"Borrow a bike in NZ"
3502824,78,"Borrow a bike in NZ"
3502895,71,"Borrow a bike in NZ"
3502727,101,"Borrow a bike in NZ"
3502730,56,"Borrow a bike in NZ"
3503025,69,"Borrow a bike in NZ"
3502968,107,"Borrow a bike in NZ"
3503013,61,"Borrow a bike in NZ"
3502959,66,"Borrow a bike in NZ"
3502941,70,"Borrow a bike in NZ"
3502931,130,"Borrow a bike in NZ"
3502935,92,"Borrow a bike in NZ"
3466294,96,"Borrow a bike in NZ"
3466295,70,"Borrow a bike in NZ"
3473204,63,"Borrow a bike in NZ"
3466267,75,"Borrow a bike in NZ"
3466247,84,"Borrow a bike in NZ"
3466210,60,"Borrow a bike in NZ"
3466213,71,"Borrow a bike in NZ"
3466224,88,"Borrow a bike in NZ"
3465883,151,"Borrow a bike in NZ"
3465807,84,"Borrow a bike in NZ"
3465823,77,"Borrow a bike in NZ"
3465602,60,"Borrow a bike in NZ"
3465604,67,"Borrow a bike in NZ"
3465573,72,"Borrow a bike in NZ"
3465644,66,"Borrow a bike in NZ"
3465614,58,"Borrow a bike in NZ"
3465630,53,"Borrow a bike in NZ"
3465720,74,"Borrow a bike in NZ"
3465738,62,"Borrow a bike in NZ"
3465412,94,"Borrow a bike in NZ"
3465420,102,"Borrow a bike in NZ"
3465423,68,"Borrow a bike in NZ"
3465432,66,"Borrow a bike in NZ"
3465446,73,"Borrow a bike in NZ"
3465555,57,"Borrow a bike in NZ"
3465505,70,"Borrow a bike in NZ"
3462162,64,"Borrow a bike in NZ"
3465295,79,"Borrow a bike in NZ"
3465355,63,"Borrow a bike in NZ"
3462084,70,"Borrow a bike in NZ"
3462085,76,"Borrow a bike in NZ"
3462069,62,"Borrow a bike in NZ"
3462121,80,"Borrow a bike in NZ"
3462180,73,"Borrow a bike in NZ"
3462007,87,"Borrow a bike in NZ"
3462032,79,"Borrow a bike in NZ"
3339811,64,"Borrow a bike in NZ"
3461995,64,"Borrow a bike in NZ"
3339336,125,"Borrow a bike in NZ"
3339376,63,"Borrow a bike in NZ"
3339601,79,"Borrow a bike in NZ"
3339620,61,"Borrow a bike in NZ"
3339786,66,"Borrow a bike in NZ"
3339794,59,"Borrow a bike in NZ"
3339678,71,"Borrow a bike in NZ"
3338886,69,"Borrow a bike in NZ"
3338871,114,"Borrow a bike in NZ"
3338863,67,"Borrow a bike in NZ"
3338870,84,"Borrow a bike in NZ"
3339182,69,"Borrow a bike in NZ"
3339213,64,"Borrow a bike in NZ"
3339197,69,"Borrow a bike in NZ"
3339226,66,"Borrow a bike in NZ"
3339233,129,"Borrow a bike in NZ"
3339307,70,"Borrow a bike in NZ"
3339308,63,"Borrow a bike in NZ"
3339313,62,"Borrow a bike in NZ"
3339398,57,"Borrow a bike in NZ"
3339415,68,"Borrow a bike in NZ"
3339465,153,"Borrow a bike in NZ"
3339466,111,"Borrow a bike in NZ"
3339469,133,"Borrow a bike in NZ"
3339482,70,"Borrow a bike in NZ"
3339485,112,"Borrow a bike in NZ"
3339491,113,"Borrow a bike in NZ"
3339508,85,"Borrow a bike in NZ"
3339534,78,"Borrow a bike in NZ"
3339571,70,"Borrow a bike in NZ"
3338770,71,"Borrow a bike in NZ"
3338807,58,"Borrow a bike in NZ"
3338818,97,"Borrow a bike in NZ"
3338813,105,"Borrow a bike in NZ"
3338772,59,"Borrow a bike in NZ"
3338751,71,"Borrow a bike in NZ"
3338740,81,"Borrow a bike in NZ"
3338672,62,"Borrow a bike in NZ"
3338677,62,"Borrow a bike in NZ"
3338637,69,"Borrow a bike in NZ"
3338381,108,"Borrow a bike in NZ"
3338384,122,"Borrow a bike in NZ"
3338587,117,"Borrow a bike in NZ"
3338593,110,"Borrow a bike in NZ"
3337991,66,"Borrow a bike in NZ"
3338341,78,"Borrow a bike in NZ"
3338342,71,"Borrow a bike in NZ"
3337760,85,"Borrow a bike in NZ"
3337685,77,"Borrow a bike in NZ"
3337950,72,"Borrow a bike in NZ"
3337982,73,"Borrow a bike in NZ"
3337867,67,"Borrow a bike in NZ"
3337565,83,"Borrow a bike in NZ"
3337588,64,"Borrow a bike in NZ"
3337652,75,"Borrow a bike in NZ"
3337546,63,"Borrow a bike in NZ"
3524708,76,"Borrow a bike in NZ"
3524694,77,"Borrow a bike in NZ"
3524753,74,"Borrow a bike in NZ"
3473144,53,"Borrow a bike in NZ"
3524565,100,"Borrow a bike in NZ"
3524681,83,"Borrow a bike in NZ"
3524660,95,"Borrow a bike in NZ"
3524551,74,"Borrow a bike in NZ"
3524628,78,"Borrow a bike in NZ"
3524038,99,"Borrow a bike in NZ"
3524020,116,"Borrow a bike in NZ"
3524019,90,"Borrow a bike in NZ"
3523604,99,"Borrow a bike in NZ"
3523605,64,"Borrow a bike in NZ"
3523990,63,"Borrow a bike in NZ"
3523992,81,"Borrow a bike in NZ"
3523490,68,"Borrow a bike in NZ"
3523499,105,"Borrow a bike in NZ"
3523441,57,"Borrow a bike in NZ"
3523403,101,"Borrow a bike in NZ"
3503093,58,"Borrow a bike in NZ"
3523394,107,"Borrow a bike in NZ"
3523578,63,"Borrow a bike in NZ"
3523584,70,"Borrow a bike in NZ"
3523586,114,"Borrow a bike in NZ"
3523529,103,"Borrow a bike in NZ"
3523537,126,"Borrow a bike in NZ"
3523544,58,"Borrow a bike in NZ"
3523555,60,"Borrow a bike in NZ"
3523475,89,"Borrow a bike in NZ"
3497482,85,"Borrow a bike in NZ"
3497817,64,"Borrow a bike in NZ"
3501813,86,"Borrow a bike in NZ"
3497815,70,"Borrow a bike in NZ"
3497863,65,"Borrow a bike in NZ"
3497865,80,"Borrow a bike in NZ"
3501946,75,"Borrow a bike in NZ"
3501969,81,"Borrow a bike in NZ"
3501898,58,"Borrow a bike in NZ"
3501899,61,"Borrow a bike in NZ"
3501928,101,"Borrow a bike in NZ"
3497459,68,"Borrow a bike in NZ"
3497435,84,"Borrow a bike in NZ"
3497348,67,"Borrow a bike in NZ"
3473026,58,"Borrow a bike in NZ"
3473028,58,"Borrow a bike in NZ"
3473049,77,"Borrow a bike in NZ"
3473064,65,"Borrow a bike in NZ"
3472830,121,"Borrow a bike in NZ"
3473009,56,"Borrow a bike in NZ"
3472974,64,"Borrow a bike in NZ"
3339075,64,"Borrow a bike in NZ"
3339080,74,"Borrow a bike in NZ"
3339093,86,"Borrow a bike in NZ"
3339114,62,"Borrow a bike in NZ"
3338984,66,"Borrow a bike in NZ"
3338335,72,"Borrow a bike in NZ"
3186375,125,"Borrow a bike in NZ"
3194282,68,"Borrow a bike in NZ"
3186400,68,"Borrow a bike in NZ"
3186384,78,"Borrow a bike in NZ"
3338261,71,"Borrow a bike in NZ"
3338327,72,"Borrow a bike in NZ"
3338315,62,"Borrow a bike in NZ"
3338285,71,"Borrow a bike in NZ"
3194271,72,"Borrow a bike in NZ"
3338114,65,"Borrow a bike in NZ"
3338195,66,"Borrow a bike in NZ"
3338222,67,"Borrow a bike in NZ"
3194248,85,"Borrow a bike in NZ"
3194264,71,"Borrow a bike in NZ"
3194203,67,"Borrow a bike in NZ"
3194149,78,"Borrow a bike in NZ"
3194161,71,"Borrow a bike in NZ"
3194177,65,"Borrow a bike in NZ"
3194143,87,"Borrow a bike in NZ"
3194148,75,"Borrow a bike in NZ"
3194093,64,"Borrow a bike in NZ"
3194102,70,"Borrow a bike in NZ"
3194077,72,"Borrow a bike in NZ"
3194064,73,"Borrow a bike in NZ"
3193882,66,"Borrow a bike in NZ"
3193868,65,"Borrow a bike in NZ"
3193854,75,"Borrow a bike in NZ"
3193862,70,"Borrow a bike in NZ"
3193829,77,"Borrow a bike in NZ"
3193741,69,"Borrow a bike in NZ"
3193684,64,"Borrow a bike in NZ"
3193632,70,"Borrow a bike in NZ"
3193659,73,"Borrow a bike in NZ"
3193662,79,"Borrow a bike in NZ"
3193416,55,"Borrow a bike in NZ"
3193462,105,"Borrow a bike in NZ"
3193380,55,"Borrow a bike in NZ"
3193307,109,"Borrow a bike in NZ"
3193353,58,"Borrow a bike in NZ"
3193356,55,"Borrow a bike in NZ"
3193385,84,"Borrow a bike in NZ"
3193167,81,"Borrow a bike in NZ"
3193164,80,"Borrow a bike in NZ"
3193194,106,"Borrow a bike in NZ"
3193175,103,"Borrow a bike in NZ"
3193284,104,"Borrow a bike in NZ"
3193286,58,"Borrow a bike in NZ"
3193224,62,"Borrow a bike in NZ"
3193225,63,"Borrow a bike in NZ"
3193155,53,"Borrow a bike in NZ"
3193089,64,"Borrow a bike in NZ"
3193092,97,"Borrow a bike in NZ"
3193098,56,"Borrow a bike in NZ"
3193063,65,"Borrow a bike in NZ"
3192988,72,"Borrow a bike in NZ"
3192992,56,"Borrow a bike in NZ"
3193006,111,"Borrow a bike in NZ"
3193021,65,"Borrow a bike in NZ"
3193027,58,"Borrow a bike in NZ"
3192885,84,"Borrow a bike in NZ"
3192881,107,"Borrow a bike in NZ"
3192829,65,"Borrow a bike in NZ"
3192907,119,"Borrow a bike in NZ"
3192937,54,"Borrow a bike in NZ"
3192968,58,"Borrow a bike in NZ"
3192973,58,"Borrow a bike in NZ"
3192894,127,"Borrow a bike in NZ"
3192906,82,"Borrow a bike in NZ"
3192490,70,"Borrow a bike in NZ"
3192455,56,"Borrow a bike in NZ"
3192533,81,"Borrow a bike in NZ"
3192510,102,"Borrow a bike in NZ"
3192627,117,"Borrow a bike in NZ"
3192569,73,"Borrow a bike in NZ"
3192572,74,"Borrow a bike in NZ"
3192595,70,"Borrow a bike in NZ"
3192603,149,"Borrow a bike in NZ"
3192640,94,"Borrow a bike in NZ"
3192658,103,"Borrow a bike in NZ"
3192674,104,"Borrow a bike in NZ"
3192774,113,"Borrow a bike in NZ"
3192729,74,"Borrow a bike in NZ"
3192705,53,"Borrow a bike in NZ"
